prompts,feelings
i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,"Pain, Passion, Disconnection"
i feel comfortable here there was a huge niche market waiting to be explored,"Comfort, Opportunity, Exploration"
i feel at leaving work is hot and complicated and tempered with the disquiet of a future that feels out of my hands,"Discomfort, Complexity, Uncertainty"
i was asked to toast with champagne at the death bed and i remember feeling disgusted,"Disgust, Discomfort, Regret"
i can remember feeling that relaxed was last summer on the boat,"Relaxation, Tranquility, Reminiscence"
i dont really know why but ive also been feeling really rebellious,"Rebelliousness, Uncertainty, Emotionality"
i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,"Emotional Rollercoaster, Dreams, Wishes"
i am not sure how i feel i think because i felt like i already knew i have already sort of accepted it,"Uncertainty, Acceptance, Resignation"
i remember that i moved them but i cant remember where and i feel so foolish,"Forgetfulness, Foolishness, Regret"
i have been feeling a little or a lot lost,"Confusion, Disorientation, Aimlessness"
i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,"Foolishness, Regret, Self-criticism"
im feeling a little more hopeful about the future of my career,"Hopefulness, Optimism, Positivity"
ive got a off sale the ad says starting tomorrow but im feeling generous and started it now,"Generosity, Off-sale, Altruism"
i often feel discouraged and frustrated and i am not where i want to be in life right now,"Discouragement, Frustration, Discontent"
i did about nothing today and feel a little regretful,"Regret, Remorse, Inactivity"
i ever recognized what it was to feel passionate about something was with music,"Passion, Music, Inspiration"
im upset with myself because i really feel like i have a blank years from years old,"Upset, Blankness, Emptiness"
i feel is an acceptable and significant modernization to the storyline not a detraction,"Acceptance, Modernization, Change"
im feeling pretty homesick this week but i suppose thats to be expected,"Homesickness, Nostalgia, Loneliness"
i dont know what has been wrong with me the past few days i almost feel homesick and i havent even left for australia yet,"Homesickness, Anticipation, Uncertainty"
i feel cranky tonight so im not really updating properly,"Irritability, Discontent, Restlessness"
i always feel stupid afterwards,"Foolishness, Regret, Self-criticism"
i feel appalled right now,"Appallment, Shock, Disbelief"
i feel underappreciated and under valued,"Underappreciation, Undervaluation, Discontent"
im ok with that it feels a little weird,"Acceptance, Weirdness, Adaptation"
i never feel shy to call or send a billion text messages to and i wont be bugging her,"Confidence, Assertiveness, Communication"
i feel enraged by the amount of people participating for the chance to break things or those who treat it as a tourist event,"Anger, Displeasure, Disapproval"
i actually feel halfway benevolent,"Benevolence, Generosity, Kindness"
i like being in church on sundays it makes me feel more virtuous how self effacing and more settled for the week ahead,"Virtue, Self-effacement, Settlement"
i am thinking is the fact because xanax slows your system down it allows you to feel very relaxed but also it might leave you with a not enough energy and motivation,"Relaxation, Low Energy, Motivation"
im crashing and i feel all irritable and estrogen ish,"Irritability, Crashing, Hormonal"
i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,"Ignorance, Humiliation, Arousal"
i feel rotten remind me that your fruit won t spoil,"Rottenness, Reminder, Reassurance"
i guess it could be described as me just not really feeling like i m a part of the popular bands the up and comers or the growing local band,"Disconnection, Alienation, Identity"
i am on top of my game and my fingers feel strong and loose,"Mastery, Confidence, Strength"
i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,"Sadness, Rejection, Love"
i can choose to tell the whole word what im feeling now or just fake it with some happy stories,"Disclosure, Secrecy, Choice"
i never dreamed i would be so busy so soon in the new year but i am loving it and feeling so very gracious and fortunate,"Gratitude, Fortune, Love"
i am still feeling a tad strange in those pearly whites,"Uncomfortableness, Unease, Discomfort"
i feel so pathetic and useless being unable to do anything,"Patheticness, Uselessness, Helplessness"
ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,"Overwork, Pressure, Exploitation"
i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up youve made me trust,"Vulnerability, Trust, Openness"
i was feeling distracted yesterday,"Distraction, Inattention, Absent-mindedness"
i feel so needy latley,"Neediness, Dependency, Insecurity"
i feel reassured by their behavior on this matter and will definitely continue to do business with them,"Reassurance, Continuation, Satisfaction"
i was feeling a bit jaded that day but told myself why the hell not,"Weariness, Jadedness, Resignation"
i feel bouncy and i could easily run out there few hours,"Energetic, Bounciness, Activity"
i dont really care and i dont feel proud of myself at all,"Indifference, Disinterest, Apathy"
ive started feeling like almost nothing is worth getting agitated about,"Calmness, Equanimity, Detachment"
im polyamorous something im starting to feel truly accepted for being,"Acceptance, Polyamory, Inclusion"
i feel like my room is messy if theyre open,"Messiness, Disorganization, Disorder"
i feel rebellious i wish i could do things legally i cant smoke drink or drive,"Rebellion, Yearning, Restriction"
